与'法制'最相似的5000个词 (Era1_1978-1996):

法制观念	0.6601
民主法制	0.6477
健全法制	0.6367
依法办事	0.6291
法律意识	0.6234
法律法规	0.6030
有法必依	0.5970
健全	0.5967
依法治国	0.5910
法制宣传	0.5815
法律化	0.5775
依法行政	0.5747
执法必严	0.5727
执法	0.5718
知法	0.5708
学法	0.5645
法律监督	0.5610
政法	0.5604
法律	0.5592
法规	0.5584
法律制度	0.5581
有法不依	0.5577
普法教育	0.5576
懂法	0.5573
法纪	0.5544
执法监督	0.5541
立法	0.5525
严格执法	0.5512
守法	0.5452
违法必究	0.5442
有法可依	0.5441
法律常识	0.5435
制度化	0.5406
执法不严	0.5373
依法治理	0.5312
监督机制	0.5311
法制化	0.5276
政法部门	0.5126
法律手段	0.5124
完备	0.5075
法学	0.5054
执法机关	0.5048
精神文明	0.4993
司法	0.4980
法律条文	0.4957
行政诉讼法	0.4929
规范	0.4920
依法	0.4918
完善	0.4881
以言代法	0.4859
法治	0.4856
法制轨道	0.4842
逐步完善	0.4828
执法者	0.4821
用法	0.4803
普法	0.4762
合法权益	0.4748
社会主义市场经济	0.4745
违法不究	0.4736
刑事诉讼法	0.4728
遵纪守法	0.4717
以法	0.4703
安定团结	0.4703
有章可循	0.4686
制度	0.4662
民主专政	0.4661
职业道德	0.4654
廉政	0.4650
可依	0.4642
规范化	0.4632
纵横	0.4628
贯彻实施	0.4616
规章制度	0.4611
舆论监督	0.4593
宣传教育	0.4587
公民权利	0.4583
加强监督	0.4568
法盲	0.4551
执法人员	0.4544
民主	0.4540
民主权利	0.4537
公安队伍	0.4516
颁布实施	0.4506
社会秩序	0.4506
社会主义	0.4504
管理	0.4463
强化	0.4462
保障	0.4444
自律	0.4439
道德教育	0.4429
长治久安	0.4421
经常化	0.4420
政治体制改革	0.4418
市场经济	0.4414
规章	0.4412
管理制度	0.4397
公安	0.4396
纪律	0.4381
法制环境	0.4378
社会治安	0.4374
严肃性	0.4367
自觉性	0.4350
以权代法	0.4349
建设	0.4320
大力加强	0.4309
人大	0.4304
基层政权	0.4296
检察	0.4294
建立健全	0.4292
政治	0.4292
公民	0.4284
不断完善	0.4277
尊严	0.4268
发扬民主	0.4257
法律依据	0.4255
管理工作	0.4254
司法制度	0.4209
治教	0.4208
综合治理	0.4206
准绳	0.4200
充分发扬	0.4190
加强	0.4180
违法犯罪	0.4180
行政诉讼	0.4172
社会安定	0.4165
教育	0.4163
顺利进行	0.4156
赔偿法	0.4150
社会风气	0.4131
违法行为	0.4124
行政	0.4122
律师	0.4121
人人平等	0.4119
体制	0.4117
维护	0.4110
行为规范	0.4109
权益	0.4098
犯法	0.4095
刑法	0.4081
有法	0.4075
严明	0.4068
严厉打击	0.4066
监督管理	0.4063
政法干部	0.4055
法律制裁	0.4052
经济纠纷	0.4037
毛磊	0.4034
司法机关	0.4033
惩治	0.4024
监督	0.4022
违法	0.4018
公开审判	0.4011
党风	0.3999
地方性	0.3998
依法办案	0.3988
人治	0.3987
意识	0.3980
晓渡	0.3980
力度	0.3976
理论	0.3976
宪法	0.3971
法学界	0.3963
道德	0.3961
严肃	0.3959
组织法	0.3958
各级	0.3950
治税	0.3943
根本大法	0.3939
加大	0.3927
严格纪律	0.3927
刑事	0.3926
市场主体	0.3924
思想	0.3923
张宗厚	0.3922
现代化	0.3920
公平竞争	0.3919
淡薄	0.3908
行为	0.3901
深入开展	0.3900
宣传	0.3898
文明	0.3895
道德规范	0.3895
社会	0.3894
经济体制	0.3882
专政	0.3879
约束	0.3877
颁布	0.3869
自我教育	0.3866
高度民主	0.3862
审判	0.3858
经济合同	0.3852
有	0.3844
法院	0.3838
特权思想	0.3829
改革开放	0.3828
惩处	0.3827
规则	0.3825
切实加强	0.3823
行使	0.3820
讲	0.3820
职责	0.3809
惩戒	0.3808
讲法	0.3805
保护	0.3802
民主化	0.3802
道德修养	0.3801
以权	0.3799
根本好转	0.3796
腐败现象	0.3796
国家机器	0.3791
乡规民约	0.3790
肖扬	0.3768
无法无天	0.3766
同时	0.3766
迫切需要	0.3760
独立行使	0.3756
深化改革	0.3753
文化	0.3753
无政府主义	0.3749
这方面	0.3742
科学	0.3741
管理体系	0.3738
检察机关	0.3735
刑事犯罪	0.3732
村规民约	0.3730
治安	0.3728
刑事法律	0.3721
依	0.3720
需要	0.3719
司法部	0.3718
依法行事	0.3717
违法乱纪	0.3715
改革	0.3711
职能	0.3710
切实	0.3710
手软	0.3710
顾问处	0.3706
路政	0.3704
秩序	0.3702
增强	0.3697
无产阶级专政	0.3697
严格管理	0.3695
认真	0.3686
人大常委会	0.3685
交通管理	0.3678
生产秩序	0.3675
王礼明	0.3672
管理体制	0.3672
普及	0.3671
经济	0.3669
体系	0.3669
要	0.3667
充分发挥	0.3661
群众监督	0.3658
齐抓共管	0.3657
自身	0.3655
以身试法	0.3654
总之	0.3649
深化	0.3640
我国	0.3639
条例	0.3636
自我管理	0.3636
事业	0.3633
警民	0.3628
机制	0.3627
应有	0.3624
工作	0.3624
水法	0.3619
运行机制	0.3614
滋生	0.3612
手段	0.3612
公司法	0.3611
执法检查	0.3607
亟需	0.3605
中	0.3604
搞好	0.3602
当前	0.3601
犯罪行为	0.3599
从根本上	0.3593
权威	0.3590
环境	0.3584
科学管理	0.3579
人民法院	0.3569
养成	0.3566
党纪国法	0.3565
司法人员	0.3556
这是	0.3556
法律顾问	0.3554
短波	0.3553
素质	0.3545
内容	0.3545
适应	0.3544
纠正	0.3543
法是	0.3539
程序	0.3538
税法	0.3533
根本	0.3529
引导	0.3529
管理机构	0.3527
坚持不懈	0.3527
党的领导	0.3526
正确认识	0.3519
紧密结合	0.3515
特别	0.3514
腐败	0.3511
抓	0.3509
整饬	0.3508
堵塞	0.3507
贯彻	0.3507
运用	0.3506
从严	0.3506
绳之以法	0.3500
因此	0.3500
奖罚分明	0.3498
犯罪	0.3492
铁路法	0.3491
检	0.3491
入手	0.3490
侵害	0.3488
民主自由	0.3488
人事制度	0.3479
加大力度	0.3478
四化	0.3477
体制改革	0.3474
教育法	0.3469
良好环境	0.3464
必须	0.3462
人民检察院	0.3461
纳入	0.3457
领导	0.3456
认识	0.3453
刘瀚	0.3452
推进	0.3452
为所欲为	0.3449
重要	0.3447
四化建设	0.3447
林政	0.3446
基层组织	0.3444
提高	0.3443
按纲	0.3442
各项事业	0.3440
办案	0.3436
高度文明	0.3436
必究	0.3436
财务管理	0.3435
组成部分	0.3434
结合	0.3433
商品经济	0.3431
还	0.3431
不断	0.3428
机关	0.3425
税务	0.3425
假冒伪劣	0.3422
实施细则	0.3422
可循	0.3420
征管	0.3418
权威性	0.3416
十分必要	0.3414
森林法	0.3414
现象	0.3414
既	0.3412
加快	0.3412
搞活经济	0.3410
薄弱	0.3409
充分认识	0.3409
广大群众	0.3408
党性	0.3407
坏人	0.3404
漏洞	0.3399
群众性	0.3397
制衡	0.3392
在改革中	0.3392
法	0.3392
树立	0.3391
长官意志	0.3391
抓紧	0.3390
刘军凤	0.3390
自觉	0.3388
敢抓	0.3386
依法处理	0.3386
公安机关	0.3378
密切配合	0.3377
贯彻执行	0.3376
严格执行	0.3376
真正	0.3374
执法如山	0.3374
制	0.3373
尤其	0.3371
广大干部	0.3371
政府职能	0.3371
不能	0.3367
烟草专卖	0.3363
法治社会	0.3362
健康	0.3360
正规化	0.3360
改进	0.3354
不正之风	0.3354
必要性	0.3353
系统工程	0.3352
陶希晋	0.3352
队伍	0.3351
丑恶	0.3351
只能	0.3350
各级党委	0.3350
逐步	0.3345
知法犯法	0.3344
坚持	0.3344
制定	0.3343
理财	0.3343
不够	0.3341
金融	0.3340
专制主义	0.3339
公证	0.3339
财税	0.3338
犯罪活动	0.3337
特色	0.3337
普及教育	0.3334
缺一不可	0.3331
软环境	0.3330
狠抓	0.3329
预算法	0.3326
常识	0.3324
指导	0.3324
伦理	0.3322
管理条例	0.3319
私	0.3312
环境保护	0.3312
重要一环	0.3310
整肃	0.3305
流毒	0.3305
郁忠民	0.3305
正确处理	0.3304
不行	0.3304
推进改革	0.3301
优良传统	0.3301
整顿	0.3297
观念	0.3297
工商行政	0.3296
杠杆作用	0.3293
实践	0.3293
基层	0.3291
一手	0.3290
弘扬	0.3285
行政法学	0.3283
重在	0.3282
绝不能	0.3281
官僚主义	0.3281
疏导	0.3281
明确责任	0.3280
做到	0.3279
渎职	0.3278
发扬	0.3277
相适应	0.3276
重要性	0.3271
确立	0.3271
国家	0.3271
正确	0.3270
打击	0.3265
农村基层	0.3264
党的路线	0.3257
来看	0.3253
及时性	0.3251
破坏	0.3251
二者	0.3250
滥用	0.3250
法制报	0.3249
决不能	0.3249
全国人大	0.3248
大力	0.3247
有些	0.3245
相结合	0.3241
透明度	0.3241
广大	0.3241
职权	0.3241
交通安全	0.3239
四是	0.3234
条令	0.3233
思想意识	0.3233
铁面无私	0.3231
严格	0.3230
目无法纪	0.3228
五届	0.3228
平等性	0.3227
党和政府	0.3227
照章办事	0.3226
杜绝	0.3223
空子	0.3223
建立	0.3222
蔡诚	0.3222
实施	0.3221
土地管理法	0.3220
逍遥法外	0.3220
富强	0.3219
赋予	0.3218
有效	0.3218
干警	0.3216
计划经济	0.3216
深入人心	0.3216
党	0.3215
单靠	0.3213
总结	0.3211
巡警	0.3209
敢管	0.3208
突出	0.3207
修改草案	0.3206
吴木	0.3204
保卫	0.3204
因噎废食	0.3202
比如	0.3202
法为	0.3202
有关	0.3200
进一步	0.3200
特别强调	0.3198
注重	0.3197
德治	0.3196
妨碍	0.3195
呼唤	0.3195
干扰	0.3194
本身	0.3193
安定	0.3192
保证	0.3192
法令	0.3191
知识	0.3190
人事管理	0.3189
就要	0.3188
权利	0.3187
认真学习	0.3187
认真贯彻	0.3184
实行	0.3183
自我	0.3181
配合	0.3181
端正	0.3181
认真总结	0.3180
标准化	0.3180
法典	0.3180
巩固	0.3180
开展	0.3180
义务教育法	0.3176
乱	0.3175
立法者	0.3174
水源林	0.3172
整体观念	0.3170
等等	0.3168
但是	0.3168
贯彻落实	0.3165
轨道	0.3163
各个方面	0.3162
一个	0.3162
来	0.3160
查处	0.3160
依照	0.3157
忽视	0.3156
赏罚	0.3154
国防	0.3152
步伐	0.3152
法学家	0.3152
孙亚明	0.3152
不道德	0.3151
议事日程	0.3151
不可	0.3150
马列主义	0.3146
空话	0.3145
派出所	0.3145
发案率	0.3145
座谈会	0.3144
败坏	0.3143
正规	0.3143
很多	0.3141
大案要案	0.3140
既要	0.3138
微观经济	0.3138
施行	0.3138
一件	0.3137
管	0.3137
说	0.3135
立章	0.3134
服务	0.3132
新闻	0.3132
全国人大常委会	0.3132
事	0.3131
严惩	0.3130
三是	0.3129
抓好	0.3128
落实	0.3128
注意	0.3125
严肃处理	0.3124
铁路运输	0.3124
紧紧围绕	0.3123
集中	0.3120
广大党员	0.3120
如何	0.3119
经济秩序	0.3118
干部	0.3118
很难	0.3117
必要	0.3115
起来	0.3114
触犯	0.3110
切莫	0.3109
理顺	0.3109
消除	0.3107
近几年来	0.3106
打假	0.3106
固然	0.3105
犯罪分子	0.3105
公安部门	0.3104
草原法	0.3104
正反	0.3104
邓小平	0.3104
解放思想	0.3102
懂得	0.3102
强有力	0.3101
继续加强	0.3101
势在必行	0.3101
要带头	0.3099
活动	0.3098
当然	0.3097
斗争	0.3096
必然	0.3095
联防队	0.3094
一方面	0.3094
二次	0.3094
为此	0.3092
具体化	0.3090
正常	0.3090
消防	0.3089
缺少	0.3089
法庭	0.3088
各负其责	0.3088
多种形式	0.3087
全民	0.3087
高度	0.3086
良好	0.3083
认真执行	0.3082
有力	0.3079
两个	0.3077
人民意志	0.3076
远远不够	0.3076
大事	0.3075
反	0.3073
努力	0.3071
促进	0.3071
法人	0.3071
屡禁不止	0.3070
志业	0.3070
下	0.3066
切实有效	0.3065
卫生法	0.3064
劳动	0.3063
并	0.3063
所以	0.3063
令行禁止	0.3061
还要	0.3061
检察院	0.3060
宏观经济	0.3057
迫切要求	0.3056
实事求是	0.3056
刑律	0.3053
近年来	0.3052
随意	0.3051
依据	0.3051
可以	0.3051
以为	0.3051
社会学	0.3050
就是	0.3050
第三	0.3050
基本特征	0.3049
调控	0.3049
立法机关	0.3049
挽回损失	0.3048
统计法	0.3045
科技	0.3044
说明	0.3042
讲求	0.3042
北京市	0.3041
事情	0.3040
弊端	0.3040
政府部门	0.3040
这	0.3038
奖惩	0.3038
案件	0.3036
种种	0.3036
实践证明	0.3033
剖析	0.3032
刑事案件	0.3031
部门	0.3031
组织	0.3030
公平	0.3029
运作	0.3026
谈到	0.3024
否则	0.3024
整章	0.3024
随着	0.3024
查禁	0.3023
价值观	0.3022
客观	0.3021
党委	0.3020
责任制	0.3019
环保	0.3019
计量	0.3018
作用	0.3017
极端	0.3017
重大	0.3016
取得	0.3014
论	0.3013
地	0.3013
具体	0.3009
混同	0.3009
见利忘义	0.3009
依靠群众	0.3009
税收	0.3007
破除	0.3006
参与	0.3006
侵犯	0.3004
极少数	0.3003
角度	0.3003
来说	0.3003
政协	0.3003
企事业	0.3003
有令不行	0.3002
指出	0.3000
探索	0.2998
治厂	0.2997
另一方面	0.2997
总结经验	0.2996
着重	0.2996
指导思想	0.2995
决策	0.2995
加以	0.2994
要求	0.2993
并不矛盾	0.2992
林业	0.2991
各地	0.2990
时期	0.2989
生活	0.2987
制止	0.2986
劳动者	0.2986
单行法	0.2984
人民	0.2983
没有	0.2981
新	0.2981
厉行	0.2980
拨乱反正	0.2977
国体	0.2977
专门	0.2976
公安干警	0.2976
社会各界	0.2976
重点	0.2975
行之有效	0.2975
虚无主义	0.2975
修改	0.2974
工具	0.2973
存在	0.2973
砸烂	0.2971
难以	0.2970
辽宁省	0.2970
专制	0.2970
更要	0.2968
无法	0.2967
协调	0.2966
刑不上	0.2966
尚	0.2966
这个	0.2965
具体表现	0.2964
容易	0.2963
德育	0.2963
各种	0.2962
好人	0.2962
实践经验	0.2962
积极性	0.2960
全党	0.2959
履行	0.2959
正义	0.2958
农村	0.2957
廉洁	0.2956
是非	0.2955
爱民	0.2954
转变	0.2954
三权分立	0.2953
爱林	0.2953
其次	0.2952
系统地	0.2951
风气	0.2951
配齐	0.2950
专页	0.2950
形式	0.2950
人民代表	0.2950
滥猎	0.2950
武警	0.2948
如	0.2948
就是说	0.2948
堵	0.2947
治市	0.2946
渔业法	0.2945
这些	0.2943
不容	0.2942
信念	0.2942
面前	0.2942
地为	0.2941
各类	0.2940
第四	0.2939
治县	0.2939
家长制	0.2934
本溪市	0.2933
社会科学	0.2933
舆论	0.2931
注重质量	0.2930
马克思主义	0.2929
反映	0.2928
还是	0.2928
李炳天	0.2928
力气	0.2926
统管	0.2926
职工教育	0.2925
交通	0.2925
混乱	0.2925
认为	0.2923
防范措施	0.2922
多方面	0.2921
科学技术	0.2921
调节	0.2920
本质	0.2919
制约	0.2919
治校	0.2919
充实	0.2918
实在	0.2918
基础	0.2917
提出	0.2917
并且	0.2916
常说	0.2915
运行	0.2915
深入	0.2914
商业法	0.2914
近几年	0.2914
专题	0.2914
一课	0.2913
离不开	0.2913
警	0.2909
姑息	0.2908
不良倾向	0.2907
会计	0.2907
上	0.2906
训	0.2904
规定	0.2904
护法	0.2902
积极	0.2902
肃清	0.2900
陈守一	0.2899
过渡	0.2897
治村	0.2897
明确规定	0.2895
缺乏	0.2893
由此可见	0.2891
一定	0.2891
实	0.2889
统一	0.2888
以至	0.2888
卫生	0.2887
群众	0.2887
确实	0.2886
全国	0.2885
青少年	0.2885
党的政策	0.2884
规划	0.2883
会上	0.2883
执行	0.2883
谢次昌	0.2881
设置	0.2881
实际上	0.2881
本报讯	0.2880
基本国策	0.2880
课	0.2879
广播	0.2879
十年内乱	0.2879
强国	0.2878
二是	0.2878
纠纷	0.2878
培养	0.2877
倡导	0.2877
危害	0.2876
今后	0.2874
尊重人权	0.2874
公	0.2872
可见	0.2872
主体	0.2872
打架斗殴	0.2871
权利义务	0.2871
十分重视	0.2868
相应	0.2868
有章	0.2867
公正性	0.2865
党和国家	0.2865
宋	0.2865
中央	0.2865
首先	0.2864
服务网络	0.2862
事实上	0.2861
出版	0.2861
治国	0.2861
不少	0.2861
防火	0.2861
十一届三中全会	0.2861
起到	0.2860
紧密联系	0.2859
按章	0.2859
施训	0.2858
市和省	0.2858
封建社会	0.2858
效果	0.2858
质量	0.2858
单位	0.2857
办好	0.2856
人人	0.2856
资产阶级	0.2853
工商	0.2853
国民经济	0.2852
方法	0.2852
以党代政	0.2851
广播站	0.2850
应给以	0.2850
才能	0.2850
必然性	0.2850
横行	0.2850
基本原理	0.2850
谈	0.2849
机构	0.2847
做	0.2846
好	0.2845
审议	0.2844
党组织	0.2844
图们市	0.2844
共建	0.2843
事实证明	0.2843
管不了	0.2843
第五	0.2839
仍然	0.2839
大力开展	0.2839
国际惯例	0.2839
怎样	0.2837
力量	0.2836
不是	0.2836
量刑	0.2836
查究	0.2835
体现	0.2835
城乡	0.2834
滋长	0.2833
上来	0.2832
改邪归正	0.2832
建国以来	0.2831
计划生育	0.2831
追究	0.2831
法定	0.2830
党内	0.2830
平平安安	0.2829
深入研究	0.2829
基本法	0.2827
强调	0.2827
正是	0.2825
起	0.2825
一系列	0.2824
走上	0.2824
现在	0.2824
于济洋	0.2824
副委员长	0.2823
地要	0.2822
官官相护	0.2821
二五	0.2821
徇私	0.2820
所长	0.2820
典型	0.2820
全体	0.2820
翟文	0.2819
正如	0.2818
党员干部	0.2817
为非作歹	0.2816
跟上	0.2815
同步	0.2815
蚌铁	0.2814
讲要	0.2814
取缔	0.2814
河南	0.2813
搞活	0.2813
治理整顿	0.2813
育人	0.2812
基层单位	0.2811
走向	0.2811
近两年	0.2810
及其	0.2810
搞	0.2810
具有	0.2809
形象	0.2809
长期	0.2808
改革者	0.2807
做好	0.2807
首要	0.2806
团结	0.2806
杜飞进	0.2806
当成	0.2806
同样	0.2805
代替	0.2804
恰恰	0.2804
劣	0.2804
法定程序	0.2804
官工	0.2802
确有	0.2801
重视	0.2800
它	0.2799
少数	0.2798
消极	0.2798
三要	0.2797
第	0.2796
法律系	0.2794
削弱	0.2794
同心同德	0.2794
应从	0.2793
基本	0.2793
出台	0.2792
歪风	0.2792
长期不懈	0.2792
四个	0.2791
决不可	0.2791
至高无上	0.2790
成效显著	0.2789
这点	0.2788
防治法	0.2786
有待于	0.2785
受	0.2784
犯法者	0.2784
管理混乱	0.2783
谷春德	0.2783
治安案件	0.2783
可能	0.2783
十三大	0.2782
社会化	0.2782
有惩	0.2781
一言堂	0.2781
哲学	0.2781
然而	0.2781
民族	0.2781
严禁	0.2780
某些	0.2780
很大	0.2779
任务	0.2778
某	0.2778
准确性	0.2776
用	0.2776
当务之急	0.2775
办事	0.2774
个别	0.2774
关键	0.2774
祖国	0.2773
出来	0.2773
预见性	0.2773
胡鸿烈	0.2773
标志	0.2771
性质	0.2769
引向	0.2769
中华	0.2768
十分	0.2767
抓人	0.2766
泛滥	0.2766
主管部门	0.2766
人民政府	0.2765
精神	0.2763
发动群众	0.2763
彭真	0.2763
以来	0.2762
更好	0.2762
不要	0.2762
鞭挞	0.2761
以后	0.2760
两者	0.2760
党章	0.2760
宣扬	0.2759
傅扬	0.2759
会	0.2759
王德祥	0.2758
践踏	0.2757
细则	0.2757
配置	0.2757
还会	0.2755
什么	0.2753
迫切	0.2753
定罪	0.2752
遵守	0.2752
不清	0.2752
往往	0.2751
当作	0.2751
可	0.2750
前进	0.2750
设立	0.2750
不然	0.2749
统一规划	0.2749
政府	0.2748
市场	0.2748
封建主义	0.2748
整治	0.2748
始终	0.2747
抵制	0.2746
一套	0.2746
护林	0.2746
紊乱	0.2746
进程	0.2745
碰到	0.2745
治	0.2741
这要	0.2741
委员	0.2740
暴露出	0.2739
合法性	0.2739
吉林省	0.2738
明显	0.2738
村委会	0.2737
单纯	0.2737
针对	0.2737
全局	0.2737
治理	0.2736
只有	0.2736
也就是说	0.2735
借鉴	0.2735
措施	0.2735
偏差	0.2734
税制	0.2733
服从	0.2733
方针	0.2733
可言	0.2733
责任	0.2733
等同于	0.2733
发挥	0.2733
解决	0.2732
小平	0.2732
现代	0.2732
配套	0.2731
打击报复	0.2730
渔政	0.2729
审理	0.2728
考评	0.2728
封建	0.2728
内在	0.2727
党政机关	0.2727
事事	0.2726
保护环境	0.2726
大	0.2725
神圣	0.2725
较大	0.2725
办	0.2724
其二	0.2724
开始	0.2724
意义	0.2722
教训	0.2722
吉林	0.2720
辩护	0.2719
难	0.2718
得	0.2717
作风	0.2717
要闻	0.2716
比较	0.2716
明确	0.2715
赤峰市	0.2714
应该	0.2714
整体利益	0.2714
六届	0.2713
话	0.2712
效率	0.2712
因而	0.2711
草案	0.2710
混为一谈	0.2709
同	0.2708
中说	0.2708
这类	0.2705
代价	0.2705
防止	0.2704
提倡	0.2703
管理站	0.2703
推动	0.2703
深刻	0.2703
十多年	0.2702
功能	0.2701
绝对	0.2701
各	0.2700
快速	0.2700
正	0.2699
按照	0.2699
中心	0.2697
上去	0.2695
并重	0.2695
合理性	0.2694
权力	0.2694
只是	0.2693
扎扎实实	0.2692
年来	0.2691
军民共建	0.2691
自由	0.2691
人才	0.2691
如果说	0.2690
重复	0.2690
试行	0.2690
全	0.2689
产生	0.2689
学校	0.2689
召开	0.2688
密切联系	0.2688
事实	0.2688
党政不分	0.2688
网络	0.2687
联系	0.2684
基础性	0.2683
竞赛	0.2683
多层次	0.2682
件	0.2682
经验	0.2680
虽然	0.2680
已经	0.2679
不好	0.2679
明察秋毫	0.2678
清除	0.2678
人民共和国	0.2677
依靠	0.2676
内	0.2676
低估	0.2675
关系	0.2675
充分	0.2673
护林防火	0.2673
设施	0.2673
注册	0.2672
一文	0.2670
出发	0.2670
看成	0.2670
公共	0.2670
总体	0.2669
君主专制	0.2669
受到	0.2669
市容	0.2668
民	0.2668
设	0.2667
企	0.2665
从己	0.2665
客观规律	0.2664
路	0.2664
目前	0.2664
不能不	0.2662
一条	0.2662
涣散	0.2661
讽刺	0.2660
紧密相联	0.2660
如果	0.2659
当代	0.2658
头脑	0.2658
初具规模	0.2657
几年	0.2657
各项政策	0.2657
张少珍	0.2655
某部	0.2655
应当	0.2654
