与'法制'最相似的5000个词 (Era2_1997-2013):

法治	0.6648
民主法制	0.6231
法律	0.5958
法律制度	0.5935
法治建设	0.5668
依法治国	0.5563
法律法规	0.5502
依法行政	0.5340
法律意识	0.5291
执法监督	0.5285
法规	0.5285
法制观念	0.5278
法制宣传	0.5212
法制化	0.5070
规章	0.5060
社会主义法治国家	0.4974
法治社会	0.4928
立法	0.4899
法治化	0.4895
有法可依	0.4878
依法办事	0.4857
法治理念	0.4841
普法教育	0.4838
健全	0.4806
知法	0.4745
制度	0.4738
严格执法	0.4689
法学	0.4649
有法必依	0.4646
方略	0.4626
法治政府	0.4626
规范性	0.4626
法制轨道	0.4615
法治国家	0.4596
依法治理	0.4595
地方性	0.4591
执法必严	0.4562
法制环境	0.4560
普法	0.4544
公正司法	0.4529
司法制度	0.4449
学法	0.4432
执法不严	0.4423
法律手段	0.4361
行政法	0.4355
健全法制	0.4319
完善	0.4312
法制办	0.4289
法纪	0.4288
违法必究	0.4269
不断完善	0.4259
中国政法大学	0.4256
懂法	0.4251
规章制度	0.4246
立法法	0.4241
宣传教育	0.4238
公平正义	0.4224
依法	0.4208
法律常识	0.4199
国务院法制办	0.4169
规范化	0.4162
司法	0.4109
中国法学会	0.4108
法学院	0.4085
制度化	0.4078
诚信	0.4062
他律	0.4047
道德教育	0.4046
执法水平	0.4044
贯彻实施	0.4043
法律条文	0.4041
政治文明	0.4024
行为规范	0.4020
法律咨询	0.4019
社会秩序	0.4014
规范	0.4014
守法	0.4011
有法不依	0.4007
宪法	0.3995
北京大学法学院	0.3992
权威	0.3992
行政诉讼法	0.3983
法律化	0.3966
民法	0.3934
公正执法	0.3933
管理制度	0.3928
体系	0.3926
管理	0.3919
体制	0.3912
执法	0.3899
程序化	0.3899
监督制度	0.3898
现行	0.3896
王比学	0.3889
强化	0.3889
司法人员	0.3885
法律依据	0.3885
送法	0.3878
惩戒	0.3871
执法者	0.3870
公民	0.3860
健全制度	0.3859
文明执法	0.3853
建立健全	0.3836
和谐社会	0.3836
依	0.3833
保驾护航	0.3827
执法机关	0.3824
公民权利	0.3824
合法权益	0.3823
司法部	0.3813
法学所	0.3812
重要环节	0.3804
社会公德	0.3800
遵纪守法	0.3789
用法	0.3787
司法公正	0.3786
法学家	0.3782
颁布实施	0.3770
依法办案	0.3767
依法行事	0.3762
组织法	0.3761
完备	0.3759
法律责任	0.3740
公正性	0.3735
行政	0.3734
法律监督	0.3713
管理体制	0.3705
权威性	0.3701
规则	0.3699
姜明安	0.3698
惩治	0.3694
德治国	0.3682
宣传司	0.3677
伦理道德	0.3676
程序法	0.3676
教育引导	0.3672
思想道德	0.3667
社会主义市场经济	0.3656
强制性	0.3651
刑法	0.3651
立法机关	0.3638
大力加强	0.3635
公信	0.3629
管理体系	0.3622
综治办	0.3617
公平竞争	0.3616
廉政建设	0.3615
人大常委会	0.3613
自律	0.3602
主讲人	0.3599
人大	0.3597
涉法	0.3596
职能作用	0.3596
相适应	0.3596
建章立制	0.3595
法治思维	0.3590
颁布	0.3578
依法惩治	0.3569
加强	0.3565
物权法	0.3563
保障人权	0.3563
科学性	0.3563
维护	0.3550
精神文明	0.3550
强制	0.3547
依法打击	0.3547
逐步完善	0.3545
司法改革	0.3542
切实加强	0.3541
监督机制	0.3539
公平	0.3533
许可法	0.3531
职业道德	0.3531
德治	0.3531
监督制约	0.3526
市场监管	0.3519
依法处理	0.3514
社会	0.3509
司法权威	0.3509
证券法	0.3505
政法	0.3503
六进	0.3500
实践经验	0.3490
修订	0.3485
尊严	0.3483
保障	0.3476
民主	0.3474
以法	0.3474
马怀德	0.3474
管理工作	0.3467
司法局	0.3465
监督管理	0.3465
刑事诉讼法	0.3463
缺失	0.3460
淡薄	0.3460
社会公众	0.3450
保护法	0.3450
道德规范	0.3441
党的领导	0.3438
人权保障	0.3438
傅旭	0.3435
违法犯罪	0.3435
行使职权	0.3418
加强监督	0.3416
红头文件	0.3415
公共安全	0.3411
制定	0.3408
税法	0.3407
政法部门	0.3400
制度性	0.3395
反腐倡廉	0.3392
市场秩序	0.3387
五五	0.3381
违法不究	0.3379
执法犯法	0.3376
可依	0.3374
起草	0.3373
有效性	0.3371
监管	0.3369
政治体制改革	0.3368
切实增强	0.3355
准绳	0.3349
实效性	0.3348
合同法	0.3342
自觉性	0.3338
行政处罚	0.3338
食品安全	0.3328
吴兢	0.3327
自觉遵守	0.3327
惩罚	0.3322
司法机关	0.3320
科学化	0.3320
重要职责	0.3318
核心内容	0.3316
法制日报	0.3313
五是	0.3313
筑牢	0.3311
基石	0.3310
等等	0.3304
执法检查	0.3303
管理机制	0.3295
行使	0.3293
安全法	0.3291
树立	0.3290
意识	0.3290
根本保证	0.3289
常委会	0.3284
法定程序	0.3283
公信力	0.3283
法律系	0.3282
审判活动	0.3282
当家作主	0.3280
工会法	0.3279
实践	0.3279
法眼	0.3277
