与'法制'最相似的5000个词 (Era3_2014-2024):

法律	0.5090
法治	0.5075
法律法规	0.4931
宪法	0.4740
规章	0.4591
法规	0.4544
合法性	0.4542
法律制度	0.4532
规范性	0.4488
法治建设	0.4425
专职	0.4311
有法可依	0.4291
立法	0.4252
地方性	0.4252
行政	0.4226
监督管理	0.4177
执法	0.4083
依法治国	0.4077
法治理念	0.4074
全国人大常委会法工委	0.4008
执法监督	0.4008
依法行政	0.3978
政策法规	0.3976
法学院	0.3958
修改	0.3946
制度	0.3901
安全法	0.3894
规范	0.3887
提请	0.3878
安全监管	0.3869
法定	0.3854
刑法	0.3853
中国法学会	0.3846
监察	0.3841
审查	0.3837
明确规定	0.3829
行政复议	0.3817
审核	0.3804
司法制度	0.3801
严格执法	0.3799
法学	0.3798
法律顾问	0.3795
社会主义法治国家	0.3793
有法必依	0.3777
起草	0.3749
文明执法	0.3716
市场监管	0.3710
中国政法大学	0.3703
法律意识	0.3699
主任委员	0.3696
全过程	0.3694
草案	0.3675
民族事务	0.3663
法律依据	0.3659
组织法	0.3658
监督机制	0.3645
司法局	0.3643
立法法	0.3638
法制宣传	0.3630
民法典	0.3620
司法部	0.3612
学法	0.3608
常委会	0.3594
善治	0.3576
规章制度	0.3569
法定程序	0.3567
权限	0.3562
法律条文	0.3560
颁布	0.3546
诚信	0.3542
守法	0.3537
副校长	0.3517
决策程序	0.3509
等等	0.3509
法律常识	0.3506
基本法	0.3504
反垄断	0.3496
程序化	0.3496
涉外	0.3493
宪法学	0.3482
伦理	0.3482
职权	0.3481
法等	0.3471
颁布实施	0.3468
法律化	0.3463
依法办事	0.3456
司法	0.3456
党组	0.3455
香港基本法	0.3451
管理	0.3446
法律责任	0.3444
全国人大常委会	0.3440
领导	0.3436
工作部门	0.3434
制度化	0.3431
实务	0.3431
保护法	0.3427
依照	0.3425
备案	0.3423
法治政府	0.3420
机关	0.3419
权威	0.3415
职能作用	0.3410
修订	0.3408
实行	0.3406
人民检察院	0.3405
人大	0.3404
集中统一	0.3396
职能	0.3395
社会主义法治体系	0.3392
法治思维	0.3391
管理制度	0.3386
司法解释	0.3385
贯彻实施	0.3383
检察	0.3371
四中全会	0.3370
健全	0.3368
行为规范	0.3367
建立健全	0.3359
主任	0.3358
规范化	0.3357
保驾护航	0.3357
普法教育	0.3353
条文	0.3349
司法厅	0.3343
管理条例	0.3336
常务	0.3333
公正司法	0.3330
修正案	0.3328
监督制度	0.3326
法制化	0.3321
政治体制改革	0.3319
教育法	0.3315
以法	0.3311
成文	0.3310
废止	0.3309
管理机制	0.3309
管理工作	0.3308
修法	0.3303
违法必究	0.3295
法治社会	0.3292
体制改革	0.3292
国务院	0.3290
听证	0.3289
局长	0.3286
北京大学法学院	0.3282
专门	0.3278
最高人民检察院	0.3277
法是	0.3274
条例	0.3272
执法机关	0.3270
立法权	0.3265
执法必严	0.3265
职责	0.3264
法典	0.3263
民法	0.3262
实践经验	0.3260
规定	0.3259
法律援助	0.3259
政法委	0.3259
管理体制	0.3257
宣传教育	0.3256
普法	0.3252
及其	0.3240
法学专业	0.3240
西南政法大学	0.3239
完善	0.3238
统一	0.3238
行使	0.3228
知法	0.3227
副会长	0.3227
合法权益	0.3223
思想道德	0.3221
内容	0.3219
处罚	0.3214
大力加强	0.3198
保证	0.3197
华东政法	0.3196
监管	0.3192
反	0.3190
保障体系	0.3190
人大常委会	0.3190
专题研究	0.3189
廉政	0.3189
社会公众	0.3189
法理	0.3188
依法	0.3188
自行	0.3187
法律宣传	0.3183
副	0.3181
全国人大	0.3177
常委	0.3176
刑事	0.3172
预防	0.3171
合宪性	0.3166
社会秩序	0.3165
刑罚	0.3155
程序	0.3151
行使职权	0.3147
用法	0.3140
文化教育	0.3138
办公室	0.3138
市场秩序	0.3137
村规民约	0.3137
委员会	0.3137
十三届	0.3134
十一届三中全会	0.3134
强制性	0.3133
聘请	0.3131
分局	0.3130
现行	0.3128
交通安全	0.3128
尊严	0.3127
自觉遵守	0.3125
副局长	0.3124
决定	0.3122
违法	0.3121
保密	0.3115
德治国	0.3114
公安局	0.3113
学说	0.3112
形同虚设	0.3111
法令	0.3111
社会主义市场经济	0.3106
公民	0.3104
应当	0.3098
室	0.3097
党内	0.3093
中国社会科学院	0.3090
研究会	0.3088
审判	0.3085
正规化	0.3084
编纂	0.3082
法	0.3081
徇私枉法	0.3078
正当竞争	0.3075
体制	0.3075
马怀德	0.3073
有关	0.3071
爱国主义	0.3070
张文显	0.3069
权益	0.3069
红头文件	0.3068
检察院	0.3065
人民代表大会	0.3064
系	0.3064
制定	0.3060
依宪治国	0.3055
良法	0.3053
检察官	0.3050
律师	0.3049
相关	0.3046
职业道德	0.3043
原	0.3041
付子堂	0.3041
依据	0.3039
全体会议	0.3038
社会主义法治理论	0.3037
章程	0.3035
事后	0.3033
责任制	0.3032
司法公正	0.3029
批准	0.3028
强制	0.3027
体系	0.3021
公职	0.3021
保障	0.3019
总局	0.3018
严格执行	0.3016
国安	0.3013
建议	0.3013
依	0.3012
中华人民共和国宪法	0.3008
德治	0.3006
主管部门	0.3006
公职人员	0.3004
于法	0.3002
依法治理	0.3000
人民调解	0.2997
懂法	0.2996
监督	0.2995
必要	0.2995
司法机关	0.2994
政法	0.2990
立法机关	0.2988
执法者	0.2988
所长	0.2986
第一部	0.2985
按程序	0.2985
综治	0.2981
南京师范大学	0.2979
国民教育	0.2978
管理法	0.2977
表决	0.2974
经济体制	0.2973
权利义务	0.2972
精神文明	0.2972
法治国家	0.2969
以良法	0.2967
工作	0.2967
副委员长	0.2966
设立	0.2965
党的领导	0.2964
根本法	0.2964
公平竞争	0.2964
保障法	0.2961
纪律	0.2961
论证	0.2952
立改	0.2952
日常	0.2950
道德教育	0.2950
党委	0.2947
惩戒	0.2944
管理体系	0.2941
中南财经政法大学	0.2941
法律事务	0.2940
行为	0.2939
罚款	0.2936
之前	0.2935
办案	0.2935
民事	0.2934
相应	0.2934
以案释法	0.2934
革命化	0.2933
执法权	0.2933
长治久安	0.2932
公民权利	0.2930
派出所	0.2930
机制	0.2930
任	0.2929
以后	0.2925
